AdditionBudget,RemovalBudget,PerturbationStrategy,PerturbedTestFScores,TruePositive,FalseNegative,FalsePositive,DistanceMetric,DegreeMetric,PerturbedHomophily
0.0,0.1,remove,"[0.33502537, 0.60788864, 0.7429679, 0.71823204, 0.81904763, 0.73100615, 0.6590279936790466]","[33, 131, 383, 195, 301, 178]","[68, 120, 39, 126, 69, 69]","[63, 49, 226, 27, 64, 62]",8.499571042992095,5.082172701949861,0.7331678560347502
0.0,0.1,remove,"[0.36458334, 0.6135831, 0.73674065, 0.7119266, 0.8281461, 0.72727275, 0.6637087464332581]","[35, 131, 382, 194, 306, 176]","[66, 120, 40, 127, 64, 71]","[56, 45, 233, 30, 63, 61]",8.275187969924811,4.901662049861496,0.7393732547316165
0.0,0.1,remove,"[0.35532996, 0.618267, 0.74757284, 0.71402544, 0.816825, 0.7396694, 0.6652815937995911]","[35, 132, 385, 196, 301, 179]","[66, 119, 37, 125, 69, 68]","[61, 44, 223, 32, 66, 58]",8.18582995951417,5.0094594594594595,0.7378219050574
0.0,0.1,remove,"[0.35643566, 0.6009389, 0.74202895, 0.7166362, 0.82288826, 0.73333335, 0.6620435118675232]","[36, 128, 384, 196, 302, 176]","[65, 123, 38, 125, 68, 71]","[65, 47, 229, 30, 62, 57]",8.529564295353769,5.00140056022409,0.7384424449270865
0.0,0.1,remove,"[0.36, 0.5854801, 0.7441406, 0.71402544, 0.8240109, 0.7372709, 0.6608213782310486]","[36, 125, 381, 196, 302, 181]","[65, 126, 41, 125, 68, 66]","[63, 51, 221, 32, 61, 63]",8.284492481203008,5.0211565585331455,0.7378219050574
0.0,0.1,remove,"[0.35820895, 0.60280377, 0.74490786, 0.72262776, 0.83378744, 0.74273854, 0.6675123572349548]","[36, 129, 384, 198, 306, 179]","[65, 122, 38, 123, 64, 68]","[64, 48, 225, 29, 58, 56]",8.42025014459225,4.988980716253444,0.7372013651877133
0.0,0.1,remove,"[0.3718593, 0.59433967, 0.73795766, 0.71532845, 0.8209367, 0.7402863, 0.6634513735771179]","[37, 126, 383, 196, 298, 181]","[64, 125, 39, 125, 72, 66]","[61, 47, 233, 31, 58, 61]",8.351527858106806,5.018413597733711,0.7396835246664598
0.0,0.1,remove,"[0.34343433, 0.60421544, 0.7321772, 0.70825696, 0.8209367, 0.7387755, 0.6579660177230835]","[34, 129, 380, 193, 298, 181]","[67, 122, 42, 128, 72, 66]","[63, 47, 236, 31, 58, 62]",8.219770580296895,4.913103448275862,0.7337883959044369
0.0,0.1,remove,"[0.35897437, 0.5896226, 0.7368421, 0.7103825, 0.81461436, 0.7454175, 0.659308910369873]","[35, 125, 378, 195, 301, 183]","[66, 126, 44, 126, 69, 64]","[59, 48, 226, 33, 68, 61]",8.259478021978023,4.995732574679943,0.7362705553831834
0.0,0.1,remove,"[0.36999997, 0.60189575, 0.74252653, 0.6962962, 0.8224044, 0.7342799, 0.6612337827682495]","[37, 127, 385, 188, 301, 181]","[64, 124, 37, 133, 69, 66]","[62, 44, 230, 31, 61, 65]",8.358502024291498,4.96105702364395,0.7471300031026994
0.0,0.1,remove,"[0.36180905, 0.59615386, 0.74589366, 0.7185185, 0.82416105, 0.7361963, 0.6637887358665466]","[36, 124, 386, 194, 307, 180]","[65, 127, 36, 127, 63, 67]","[62, 41, 227, 25, 68, 62]",8.144871794871795,5.025316455696203,0.7424759540800496
0.0,0.1,remove,"[0.35820895, 0.6037736, 0.73929965, 0.7132352, 0.83557945, 0.7463917, 0.6660813689231873]","[36, 128, 380, 194, 310, 181]","[65, 123, 42, 127, 60, 66]","[64, 45, 226, 29, 62, 57]",8.299963851937536,4.973574408901252,0.7393732547316165
0.0,0.1,remove,"[0.35175878, 0.59574467, 0.7415295, 0.7007299, 0.82225245, 0.7396694, 0.6586140990257263]","[35, 126, 383, 192, 303, 179]","[66, 125, 39, 129, 67, 68]","[63, 46, 228, 35, 64, 58]",8.233251397725082,5.034199726402189,0.7344089357741235
0.0,0.1,remove,"[0.38190955, 0.60421544, 0.7378641, 0.7069597, 0.82448983, 0.73921967, 0.6657763719558716]","[38, 129, 380, 193, 303, 180]","[63, 122, 42, 128, 67, 67]","[60, 47, 228, 32, 62, 60]",8.361798727588202,5.0643356643356645,0.73596028544834
0.0,0.1,remove,"[0.36453202, 0.60807604, 0.7487781, 0.7103825, 0.8297297, 0.7459017, 0.667900025844574]","[37, 128, 383, 195, 307, 182]","[64, 123, 39, 126, 63, 65]","[65, 42, 218, 33, 63, 59]",8.469397050318102,4.951086956521739,0.7412348743406764
0.0,0.1,remove,"[0.3756345, 0.59999996, 0.74363995, 0.71926606, 0.8346883, 0.7357724, 0.6681668758392334]","[37, 129, 380, 196, 308, 181]","[64, 122, 42, 125, 62, 66]","[59, 50, 220, 28, 60, 64]",8.395493541546173,5.011428571428572,0.7378219050574
0.0,0.1,remove,"[0.35714287, 0.60747665, 0.7400966, 0.7060998, 0.8206521, 0.7418033, 0.6622118353843689]","[35, 130, 383, 191, 302, 181]","[66, 121, 39, 130, 68, 66]","[60, 47, 230, 29, 64, 60]",8.365671390013496,4.916782246879334,0.7356500155134967
0.0,0.1,remove,"[0.34999996, 0.6004728, 0.7490272, 0.71897817, 0.8158254, 0.73983735, 0.6623567938804626]","[35, 127, 385, 197, 299, 182]","[66, 124, 37, 124, 71, 65]","[64, 45, 221, 30, 64, 63]",8.333222479275111,4.9655172413793105,0.7353397455786534
0.0,0.1,remove,"[0.37373737, 0.5995316, 0.7370442, 0.7050093, 0.8281461, 0.72651356, 0.6616636514663696]","[37, 128, 384, 190, 306, 174]","[64, 123, 38, 131, 64, 73]","[60, 48, 236, 28, 63, 58]",8.00736215538847,5.084985835694051,0.7337883959044369
0.0,0.1,remove,"[0.33999997, 0.61252904, 0.748538, 0.7150635, 0.82417583, 0.7295082, 0.6616357564926147]","[34, 132, 384, 197, 300, 178]","[67, 119, 38, 124, 70, 69]","[65, 48, 220, 33, 58, 63]",8.31163726624253,5.0,0.7347192057089668
0.0,0.1,remove,"[0.3718593, 0.59574467, 0.73938227, 0.7050093, 0.82591087, 0.74074066, 0.6631078124046326]","[37, 126, 383, 190, 306, 180]","[64, 125, 39, 131, 64, 67]","[61, 46, 231, 28, 65, 59]",8.423368517447464,4.9944827586206895,0.7356500155134967
0.0,0.1,remove,"[0.35714287, 0.59574467, 0.74926835, 0.71999997, 0.83288413, 0.73770493, 0.6654574871063232]","[35, 126, 384, 198, 309, 180]","[66, 125, 38, 123, 61, 67]","[60, 46, 219, 31, 63, 61]",8.531668112589164,4.852901484480432,0.7375116351225566
0.0,0.1,remove,"[0.34554976, 0.5920745, 0.73500973, 0.70566726, 0.82128245, 0.72653055, 0.6543523669242859]","[33, 127, 380, 193, 301, 178]","[68, 124, 42, 128, 69, 69]","[57, 51, 232, 33, 62, 65]",8.32087671100829,5.112517580872011,0.7390629847967732
0.0,0.1,remove,"[0.35175878, 0.6023529, 0.73663753, 0.7069597, 0.8276798, 0.7336066, 0.6598325371742249]","[35, 128, 379, 193, 305, 179]","[66, 123, 43, 128, 65, 68]","[63, 46, 228, 32, 62, 62]",8.333829766724504,5.143061516452074,0.7381321749922433
0.0,0.1,remove,"[0.34196892, 0.5948478, 0.7369439, 0.7142858, 0.82479787, 0.72614104, 0.656497597694397]","[33, 127, 381, 195, 306, 175]","[68, 124, 41, 126, 64, 72]","[59, 49, 231, 30, 66, 60]",8.601947175631386,4.954166666666667,0.7375116351225566
0.0,0.1,remove,"[0.35175878, 0.6047619, 0.73724735, 0.7069597, 0.82225245, 0.74534166, 0.6613869667053223]","[35, 127, 383, 193, 303, 180]","[66, 124, 39, 128, 67, 67]","[63, 42, 234, 32, 64, 56]",8.25641989589358,4.922316384180791,0.7334781259695935
0.0,0.1,remove,"[0.35532996, 0.5995316, 0.7405248, 0.7090909, 0.8367071, 0.7541667, 0.6658918261528015]","[35, 128, 381, 195, 310, 181]","[66, 123, 41, 126, 60, 66]","[61, 48, 226, 34, 61, 52]",8.482135627530365,4.949175824175824,0.7393732547316165
0.0,0.1,remove,"[0.3718593, 0.59433967, 0.73765737, 0.7121771, 0.831309, 0.73814434, 0.6642478108406067]","[37, 126, 381, 193, 308, 179]","[64, 125, 41, 128, 62, 68]","[61, 47, 230, 28, 63, 59]",8.437326489300174,4.988934993084371,0.7356500155134967
0.0,0.1,remove,"[0.36, 0.6056338, 0.74757284, 0.7155964, 0.8276798, 0.7325103, 0.6648321747779846]","[36, 129, 385, 195, 305, 178]","[65, 122, 37, 126, 65, 69]","[63, 46, 223, 29, 62, 61]",8.192531810294968,5.134863701578192,0.7396835246664598
0.0,0.1,remove,"[0.36, 0.60747665, 0.74609375, 0.7093235, 0.8281461, 0.744856, 0.6659826636314392]","[36, 130, 382, 194, 306, 181]","[65, 121, 40, 127, 64, 66]","[63, 47, 220, 32, 63, 58]",8.271430981299403,4.945054945054945,0.7356500155134967
0.0,0.1,remove,"[0.36999997, 0.59905654, 0.74081236, 0.7195573, 0.82128245, 0.7413442, 0.6653421521186829]","[37, 127, 383, 195, 301, 182]","[64, 124, 39, 126, 69, 65]","[62, 46, 229, 26, 62, 62]",8.123522749180644,5.002724795640327,0.7353397455786534
0.0,0.1,remove,"[0.35532996, 0.5948478, 0.73623186, 0.70458716, 0.8315217, 0.7396694, 0.6603646874427795]","[35, 127, 381, 192, 306, 179]","[66, 124, 41, 129, 64, 68]","[61, 49, 232, 32, 60, 58]",8.27823886639676,5.068531468531469,0.7365808253180267
0.0,0.1,remove,"[0.34517765, 0.5962441, 0.74181116, 0.7179487, 0.8164383, 0.73921967, 0.6594732999801636]","[34, 127, 385, 196, 298, 180]","[67, 124, 37, 125, 72, 67]","[62, 48, 231, 29, 62, 60]",8.476233853865432,5.016460905349795,0.7353397455786534
0.0,0.1,remove,"[0.36, 0.6200466, 0.7507331, 0.716094, 0.8306011, 0.7433265, 0.6701335906982422]","[36, 133, 384, 198, 304, 181]","[65, 118, 38, 123, 66, 66]","[63, 45, 217, 34, 58, 59]",8.5336345671872,4.7846153846153845,0.7406143344709898
0.0,0.1,remove,"[0.36548224, 0.60421544, 0.7429679, 0.7060998, 0.8378378, 0.73770493, 0.6657180190086365]","[36, 129, 383, 191, 310, 180]","[65, 122, 39, 130, 60, 67]","[60, 47, 226, 29, 60, 61]",8.405651147098515,5.032122905027933,0.7375116351225566
0.0,0.1,remove,"[0.34653464, 0.6070588, 0.7465887, 0.71119136, 0.8240109, 0.7396694, 0.6625089645385742]","[35, 129, 383, 197, 302, 179]","[66, 122, 39, 124, 68, 68]","[66, 45, 221, 36, 61, 58]",8.571953923269712,4.941891891891892,0.7337883959044369
0.0,0.1,remove,"[0.36363637, 0.60992914, 0.74181116, 0.71926606, 0.8292683, 0.7302905, 0.6657001972198486]","[36, 129, 385, 196, 306, 176]","[65, 122, 37, 125, 64, 71]","[61, 43, 231, 28, 62, 59]",8.64389097744361,4.857142857142857,0.7409246044058331
0.0,0.1,remove,"[0.35532996, 0.6103287, 0.7383721, 0.7119266, 0.8276798, 0.7268994, 0.6617560982704163]","[35, 130, 381, 194, 305, 177]","[66, 121, 41, 127, 65, 70]","[61, 45, 229, 30, 62, 63]",8.449091478696742,4.96094839609484,0.7372013651877133
0.0,0.1,remove,"[0.37810946, 0.6037736, 0.7378641, 0.69741696, 0.82479787, 0.7340206, 0.6626637578010559]","[38, 128, 380, 189, 306, 178]","[63, 123, 42, 132, 64, 69]","[62, 45, 228, 32, 66, 60]",8.38682282629651,4.871546961325967,0.7316165063605337
0.0,0.1,remove,"[0.38235295, 0.6111111, 0.74804693, 0.7087199, 0.83018863, 0.74948233, 0.6716503500938416]","[39, 132, 383, 191, 308, 181]","[62, 119, 39, 130, 62, 66]","[64, 49, 219, 27, 64, 55]",8.55151339888182,4.847797062750334,0.7403040645361465
0.0,0.1,remove,"[0.33673468, 0.5924171, 0.7375479, 0.7124304, 0.82128245, 0.7469388, 0.6578919291496277]","[33, 125, 385, 192, 301, 183]","[68, 126, 37, 129, 69, 64]","[62, 46, 237, 26, 62, 60]",8.462022845575477,4.99020979020979,0.7384424449270865
0.0,0.1,remove,"[0.35353532, 0.5885168, 0.7388782, 0.71897817, 0.8217687, 0.7454175, 0.6611824631690979]","[35, 123, 382, 197, 302, 183]","[66, 128, 40, 124, 68, 64]","[62, 44, 230, 30, 63, 61]",8.451448332369385,4.852413793103448,0.7384424449270865
0.0,0.1,remove,"[0.36180905, 0.5980861, 0.74038464, 0.71297985, 0.8324325, 0.7416667, 0.6645597815513611]","[36, 125, 385, 195, 308, 178]","[65, 126, 37, 126, 62, 69]","[62, 42, 233, 31, 62, 55]",8.359531039136302,5.0261348005502064,0.7337883959044369
0.0,0.1,remove,"[0.35175878, 0.6037736, 0.744412, 0.726944, 0.8256131, 0.742268, 0.6657949090003967]","[35, 128, 383, 201, 303, 180]","[66, 123, 39, 120, 67, 67]","[63, 45, 224, 31, 61, 58]",8.154467900520531,4.908835904628331,0.73689109525287
0.0,0.1,remove,"[0.3469388, 0.6056338, 0.7297298, 0.70802915, 0.8217687, 0.73706007, 0.6581934094429016]","[34, 129, 378, 194, 302, 178]","[67, 122, 44, 127, 68, 69]","[61, 46, 236, 33, 63, 58]",8.234947946790053,5.134349030470914,0.7390629847967732
0.0,0.1,remove,"[0.36180905, 0.6023529, 0.7413127, 0.7119266, 0.81461436, 0.73333335, 0.6608915328979492]","[36, 128, 384, 194, 301, 176]","[65, 123, 38, 127, 69, 71]","[62, 46, 230, 30, 68, 57]",8.279578754578754,5.035161744022504,0.7344089357741235
0.0,0.1,remove,"[0.3681592, 0.6004728, 0.7415295, 0.71897817, 0.82465756, 0.7280164, 0.6636356115341187]","[37, 127, 383, 197, 301, 178]","[64, 124, 39, 124, 69, 69]","[63, 45, 228, 30, 59, 64]",8.334846732215153,4.926330150068213,0.73596028544834
0.0,0.1,remove,"[0.35175878, 0.5976471, 0.74635565, 0.71376806, 0.8217687, 0.7396694, 0.6618278622627258]","[35, 127, 384, 197, 302, 179]","[66, 124, 38, 124, 68, 68]","[63, 47, 223, 34, 63, 58]",8.652118276460381,5.058663028649386,0.7356500155134967
0.0,0.1,remove,"[0.33160624, 0.6171694, 0.7431907, 0.7106227, 0.83018863, 0.74380165, 0.662763237953186]","[32, 133, 382, 194, 308, 180]","[69, 118, 40, 127, 62, 67]","[60, 47, 224, 31, 64, 57]",8.385434740697898,5.087431693989071,0.7387527148619298
0.0,0.1,remove,"[0.36633664, 0.6084905, 0.73612463, 0.71272725, 0.82673943, 0.7459017, 0.6660534143447876]","[37, 129, 378, 196, 303, 182]","[64, 122, 44, 125, 67, 65]","[64, 44, 227, 33, 60, 59]",8.265471370734529,4.956164383561644,0.7378219050574
0.0,0.2,remove,"[0.34343433, 0.59101653, 0.7378641, 0.70349914, 0.8232119, 0.7361963, 0.6558703780174255]","[34, 125, 380, 191, 305, 180]","[67, 126, 42, 130, 65, 67]","[63, 47, 228, 31, 66, 62]",8.098449958384096,4.6601362862010225,0.7315751445086706
0.0,0.2,remove,"[0.34871793, 0.59433967, 0.74302214, 0.7095588, 0.81571823, 0.72727275, 0.6564382314682007]","[34, 126, 386, 193, 301, 176]","[67, 125, 36, 128, 69, 71]","[60, 47, 231, 30, 67, 61]",8.361120493118298,4.5926243567753,0.7348265895953757
0.0,0.2,remove,"[0.35353532, 0.5971564, 0.7473171, 0.7272727, 0.82887703, 0.7357724, 0.6649885177612305]","[35, 126, 383, 196, 310, 181]","[66, 125, 39, 125, 60, 66]","[62, 45, 220, 22, 68, 64]",8.159862365954572,4.622723330442325,0.7388005780346821
0.0,0.2,remove,"[0.3368421, 0.6037736, 0.74274665, 0.71869326, 0.8322147, 0.7291666, 0.6605728268623352]","[32, 128, 384, 198, 310, 175]","[69, 123, 38, 123, 60, 72]","[57, 45, 228, 32, 65, 58]",8.19460682018311,4.679163034001744,0.7398843930635838
0.0,0.2,remove,"[0.36633664, 0.59905654, 0.7417475, 0.7166362, 0.8288043, 0.742268, 0.6658082008361816]","[37, 127, 382, 196, 305, 180]","[64, 124, 40, 125, 65, 67]","[64, 46, 226, 30, 61, 58]",8.32168007623551,4.664644714038128,0.7391618497109826
0.0,0.2,remove,"[0.34020618, 0.60520095, 0.7434147, 0.7276051, 0.8265583, 0.7283702, 0.6618925929069519]","[33, 128, 381, 199, 305, 181]","[68, 123, 41, 122, 65, 66]","[60, 44, 222, 27, 63, 69]",8.272851352818423,4.590330788804072,0.7424132947976878
0.0,0.2,remove,"[0.35714287, 0.59673655, 0.74336284, 0.7173913, 0.831309, 0.7566462, 0.6670982241630554]","[35, 128, 378, 198, 308, 185]","[66, 123, 44, 123, 62, 62]","[60, 50, 217, 33, 63, 57]",8.180176958058407,4.559625212947189,0.7409682080924855
0.0,0.2,remove,"[0.36734694, 0.5934579, 0.73313785, 0.7266187, 0.8113975, 0.72727275, 0.6598719358444214]","[36, 127, 375, 202, 299, 176]","[65, 124, 47, 119, 71, 71]","[59, 50, 226, 33, 68, 61]",8.286085813198875,4.675415573053368,0.7351878612716763
0.0,0.2,remove,"[0.34020618, 0.6135831, 0.7471043, 0.7216117, 0.8256131, 0.7433265, 0.6652408242225647]","[33, 131, 387, 197, 303, 181]","[68, 120, 35, 124, 67, 66]","[60, 45, 227, 28, 61, 59]",8.182047261191059,4.646310432569974,0.7413294797687862
0.0,0.2,remove,"[0.35714287, 0.6009389, 0.7424094, 0.7338129, 0.8249661, 0.73770493, 0.6661625504493713]","[35, 128, 379, 204, 304, 180]","[66, 123, 43, 117, 66, 67]","[60, 47, 220, 31, 63, 61]",8.206510174786795,4.701662292213474,0.7409682080924855
0.0,0.2,remove,"[0.3523316, 0.6047619, 0.74589366, 0.7090909, 0.82749325, 0.73140496, 0.66182941198349]","[34, 127, 386, 195, 307, 177]","[67, 124, 36, 126, 63, 70]","[58, 42, 227, 34, 65, 60]",8.213759182639533,4.640734265734266,0.7427745664739884
0.0,0.2,remove,"[0.33673468, 0.61904764, 0.75, 0.72727275, 0.8281461, 0.7396694, 0.6668117642402649]","[33, 130, 384, 204, 306, 179]","[68, 121, 38, 117, 64, 68]","[62, 39, 218, 36, 63, 58]",8.17808590969952,4.656514382402707,0.7409682080924855
0.0,0.2,remove,"[0.31958762, 0.6013986, 0.73643404, 0.7022059, 0.81891894, 0.7298969, 0.6514069437980652]","[31, 129, 380, 191, 303, 177]","[70, 122, 42, 130, 67, 70]","[62, 49, 230, 32, 67, 61]",8.05144208151892,4.638334778837814,0.7359104046242775
0.0,0.2,remove,"[0.3248731, 0.5976471, 0.73929965, 0.70802915, 0.8238482, 0.7295082, 0.6538675427436829]","[32, 127, 380, 194, 304, 178]","[69, 124, 42, 127, 66, 69]","[64, 47, 226, 33, 64, 63]",8.195870978637169,4.676271186440678,0.7351878612716763
0.0,0.2,remove,"[0.3541667, 0.60280377, 0.73623186, 0.71376806, 0.8174387, 0.73706007, 0.6602448225021362]","[34, 129, 381, 197, 300, 178]","[67, 122, 41, 124, 70, 69]","[57, 48, 232, 34, 64, 58]",7.951425797035018,4.682800345721694,0.7424132947976878
0.0,0.2,remove,"[0.36082473, 0.5971564, 0.74336284, 0.74326754, 0.8252688, 0.7306122, 0.6667487621307373]","[35, 126, 378, 207, 307, 179]","[66, 125, 44, 114, 63, 68]","[58, 45, 217, 29, 67, 64]",8.280275871219889,4.63448275862069,0.7369942196531792
0.0,0.2,remove,"[0.3333333, 0.6060606, 0.7381643, 0.72232306, 0.8152174, 0.7284211, 0.6572532653808594]","[33, 130, 382, 199, 300, 173]","[68, 121, 40, 122, 70, 74]","[64, 48, 231, 31, 66, 55]",8.165639738965755,4.6362038664323375,0.736271676300578
0.0,0.2,remove,"[0.38190955, 0.6197183, 0.7514677, 0.71454877, 0.8252688, 0.75102043, 0.6739888787269592]","[38, 132, 384, 194, 307, 184]","[63, 119, 38, 127, 63, 63]","[60, 43, 216, 28, 67, 59]",8.295919228959844,4.632911392405063,0.7388005780346821
0.0,0.2,remove,"[0.33830845, 0.6103287, 0.7365328, 0.72629696, 0.8206521, 0.7359668, 0.6613476276397705]","[34, 130, 376, 203, 302, 177]","[67, 121, 46, 118, 68, 70]","[66, 45, 223, 35, 64, 57]",8.102325665552888,4.738219895287958,0.7409682080924855
0.0,0.2,remove,"[0.33160624, 0.6150235, 0.75365144, 0.71167886, 0.831309, 0.7402863, 0.6639258861541748]","[32, 131, 387, 195, 308, 181]","[69, 120, 35, 126, 62, 66]","[60, 44, 218, 32, 63, 61]",8.184944693067635,4.672743055555555,0.7424132947976878
0.0,0.2,remove,"[0.36453202, 0.60992914, 0.7475538, 0.71766853, 0.819407, 0.75051546, 0.6682676672935486]","[37, 129, 382, 197, 304, 182]","[64, 122, 40, 124, 66, 65]","[65, 43, 218, 31, 68, 56]",8.32360104220697,4.646499567847883,0.7377167630057804
0.0,0.2,remove,"[0.35897437, 0.6037736, 0.74202895, 0.72826093, 0.82833785, 0.74380165, 0.6675295829772949]","[35, 128, 384, 201, 304, 180]","[66, 123, 38, 120, 66, 67]","[59, 45, 229, 30, 60, 57]",8.144519366473263,4.68859649122807,0.7402456647398844
0.0,0.2,remove,"[0.3814433, 0.60465115, 0.74095803, 0.71999997, 0.8290713, 0.72727275, 0.6672327518463135]","[37, 130, 379, 198, 308, 176]","[64, 121, 43, 123, 62, 71]","[56, 49, 222, 31, 65, 61]",8.170143303458342,4.613538988860325,0.7395231213872833
0.0,0.2,remove,"[0.35532996, 0.5976471, 0.7490272, 0.7103825, 0.8216216, 0.7463917, 0.6633999943733215]","[35, 127, 385, 195, 304, 181]","[66, 124, 37, 126, 66, 66]","[61, 47, 221, 33, 66, 57]",8.166182555095837,4.647826086956521,0.7402456647398844
0.0,0.2,remove,"[0.35897437, 0.6009389, 0.73908836, 0.7163636, 0.83400804, 0.7276507, 0.6628373265266418]","[35, 128, 381, 197, 309, 175]","[66, 123, 41, 124, 61, 72]","[59, 47, 228, 32, 62, 59]",8.234008636807758,4.6107325383304945,0.7348265895953757
0.0,0.2,remove,"[0.34196892, 0.6070588, 0.73765737, 0.71402544, 0.81593406, 0.7177419, 0.6557310819625854]","[33, 129, 381, 196, 297, 178]","[68, 122, 41, 125, 73, 69]","[59, 45, 230, 32, 61, 71]",8.19028419440055,4.5702127659574465,0.7402456647398844
0.0,0.2,remove,"[0.3448276, 0.6062052, 0.7426901, 0.7229358, 0.8256131, 0.7444668, 0.6644564270973206]","[35, 127, 381, 197, 303, 185]","[66, 124, 41, 124, 67, 62]","[67, 41, 223, 27, 61, 65]",8.21502997551296,4.634548611111111,0.7438583815028902
0.0,0.2,remove,"[0.35353532, 0.5962441, 0.73775214, 0.7232473, 0.8249661, 0.72083336, 0.6594297289848328]","[35, 127, 384, 196, 304, 173]","[66, 124, 38, 125, 66, 74]","[62, 48, 235, 25, 63, 60]",8.117789290840882,4.63324764353042,0.7388005780346821
0.0,0.2,remove,"[0.31632653, 0.5876777, 0.7436893, 0.73188406, 0.8276798, 0.73100615, 0.6563772559165955]","[31, 124, 383, 202, 305, 178]","[70, 127, 39, 119, 65, 69]","[64, 47, 225, 29, 62, 62]",8.208985416339972,4.661002548853016,0.7388005780346821
0.0,0.2,remove,"[0.34020618, 0.6146572, 0.75342464, 0.7135135, 0.8221024, 0.7459017, 0.6649675965309143]","[33, 130, 385, 198, 305, 182]","[68, 121, 37, 123, 65, 65]","[60, 42, 215, 36, 67, 59]",8.225998480114836,4.639245929734361,0.7463872832369942
0.0,0.2,remove,"[0.3469388, 0.6033254, 0.74102813, 0.70054454, 0.82465756, 0.7515151, 0.6613349318504333]","[34, 127, 382, 193, 301, 186]","[67, 124, 40, 128, 69, 61]","[61, 43, 227, 37, 59, 62]",8.053158586748049,4.746307558644657,0.7355491329479769
0.0,0.2,remove,"[0.36363637, 0.5948478, 0.7402344, 0.7173913, 0.83626527, 0.7520661, 0.6674068570137024]","[36, 127, 379, 198, 309, 182]","[65, 124, 43, 123, 61, 65]","[61, 49, 223, 33, 60, 55]",8.204908867203049,4.636205395996519,0.7424132947976878
0.0,0.2,remove,"[0.35051546, 0.6056338, 0.7369439, 0.72893775, 0.82128245, 0.72912425, 0.6620728969573975]","[34, 129, 381, 199, 301, 179]","[67, 122, 41, 122, 69, 68]","[59, 46, 231, 26, 62, 65]",8.182149189997707,4.695727986050566,0.7351878612716763
0.0,0.2,remove,"[0.35643566, 0.58571434, 0.73572123, 0.7272727, 0.82946795, 0.7325103, 0.6611870527267456]","[36, 123, 380, 200, 304, 178]","[65, 128, 42, 121, 66, 69]","[65, 46, 231, 29, 59, 61]",8.164847830544867,4.670076726342711,0.7359104046242775
0.0,0.2,remove,"[0.3681592, 0.59905654, 0.7431373, 0.71586716, 0.82749325, 0.7434343, 0.6661913394927979]","[37, 127, 379, 194, 307, 184]","[64, 124, 43, 127, 63, 63]","[63, 46, 219, 27, 65, 64]",8.181521935802946,4.647257383966244,0.7409682080924855
0.0,0.2,remove,"[0.35353532, 0.5882353, 0.7522037, 0.7332124, 0.8375839, 0.74793386, 0.6687840819358826]","[35, 125, 384, 202, 312, 181]","[66, 126, 38, 119, 58, 66]","[62, 49, 215, 28, 63, 56]",8.227751776215003,4.731004366812227,0.7485549132947977
0.0,0.2,remove,"[0.36082473, 0.5952381, 0.7388782, 0.7134935, 0.84069616, 0.7418033, 0.6651557087898254]","[35, 125, 382, 193, 314, 181]","[66, 126, 40, 128, 56, 66]","[58, 44, 230, 27, 63, 60]",8.153870882136525,4.604631217838765,0.7398843930635838
0.0,0.2,remove,"[0.35175878, 0.6023529, 0.74609375, 0.71869326, 0.81891894, 0.7463917, 0.664034903049469]","[35, 128, 382, 198, 303, 181]","[66, 123, 40, 123, 67, 66]","[63, 46, 220, 32, 67, 57]",8.165048672512997,4.689236111111111,0.736271676300578
0.0,0.2,remove,"[0.3469388, 0.5981308, 0.74095803, 0.7328519, 0.82833785, 0.7280164, 0.6625389456748962]","[34, 128, 379, 203, 304, 178]","[67, 123, 43, 118, 66, 69]","[61, 49, 222, 30, 60, 64]",8.194364362311672,4.674935842600513,0.7442196531791907
0.0,0.2,remove,"[0.36180905, 0.6009174, 0.74486804, 0.71897817, 0.8303935, 0.7276507, 0.6641027927398682]","[36, 131, 381, 197, 306, 175]","[65, 120, 41, 124, 64, 72]","[62, 54, 220, 30, 61, 59]",8.207255642272107,4.627017841971113,0.736271676300578
0.0,0.2,remove,"[0.37373737, 0.59433967, 0.73469394, 0.72826093, 0.8148148, 0.73983735, 0.6642807126045227]","[37, 126, 378, 201, 297, 182]","[64, 125, 44, 120, 73, 65]","[60, 47, 229, 30, 62, 63]",8.107211010723635,4.697311361665221,0.7341040462427746
0.0,0.2,remove,"[0.33862433, 0.5871122, 0.7413127, 0.7103825, 0.8216216, 0.7413442, 0.6567329168319702]","[32, 123, 384, 195, 304, 182]","[69, 128, 38, 126, 66, 65]","[56, 45, 230, 33, 66, 62]",8.100010856322601,4.644155844155844,0.740606936416185
0.0,0.2,remove,"[0.31840798, 0.61137444, 0.74632716, 0.7253142, 0.8281461, 0.74793386, 0.6629173159599304]","[32, 129, 381, 202, 306, 181]","[69, 122, 41, 119, 64, 66]","[68, 42, 218, 34, 63, 56]",8.098861292384893,4.702443280977312,0.7434971098265896
0.0,0.2,remove,"[0.34343433, 0.60048425, 0.7451737, 0.71766853, 0.82258064, 0.74380165, 0.6621904969215393]","[34, 124, 386, 197, 306, 180]","[67, 127, 36, 124, 64, 67]","[63, 38, 228, 31, 68, 57]",8.222966550463806,4.614457831325301,0.7398843930635838
