AdditionBudget,RemovalBudget,PerturbationStrategy,PerturbedTestFScores,TruePositive,FalseNegative,FalsePositive,DistanceMetric,DegreeMetric,PerturbedHomophily
0.0,0.1,remove,"[0.35820895, 0.6056338, 0.7451362, 0.72426474, 0.8308525, 0.73662555, 0.6667869687080383]","[36, 129, 383, 197, 307, 179]","[65, 122, 39, 124, 63, 68]","[64, 46, 223, 26, 62, 60]",8.281930788509737,5.098915989159892,0.7378219050574
0.0,0.1,remove,"[0.35532996, 0.59673655, 0.74540174, 0.7037037, 0.8342391, 0.74437624, 0.6632979512214661]","[35, 128, 385, 190, 307, 182]","[66, 123, 37, 131, 63, 65]","[61, 50, 226, 29, 59, 60]",8.289360420281472,5.044260027662517,0.7390629847967732
0.0,0.1,remove,"[0.36363637, 0.5972222, 0.7368421, 0.716094, 0.8262654, 0.7396694, 0.6632882952690125]","[36, 129, 378, 198, 302, 179]","[65, 122, 44, 123, 68, 68]","[61, 52, 226, 34, 59, 58]",8.296602082128398,4.881780250347705,0.7378219050574
0.0,0.1,remove,"[0.38613862, 0.5985748, 0.73674065, 0.70129865, 0.81855386, 0.72764224, 0.6614914536476135]","[39, 126, 382, 189, 300, 179]","[62, 125, 40, 132, 70, 68]","[62, 44, 233, 29, 63, 66]",8.432607962213226,4.874829931972789,0.7406143344709898
0.0,0.1,remove,"[0.33846155, 0.5981308, 0.7388782, 0.7163636, 0.8308525, 0.74058574, 0.6605454087257385]","[33, 128, 382, 197, 307, 177]","[68, 123, 40, 124, 63, 70]","[61, 49, 230, 32, 62, 54]",8.359880470406786,4.982019363762102,0.7387527148619298
0.0,0.1,remove,"[0.33999997, 0.59905654, 0.74274665, 0.71167886, 0.826087, 0.7344398, 0.6590014100074768]","[34, 127, 384, 195, 304, 177]","[67, 124, 38, 126, 66, 70]","[65, 46, 228, 32, 62, 58]",8.518047522652786,5.0867132867132865,0.7375116351225566
0.0,0.1,remove,"[0.36548224, 0.59905654, 0.74274665, 0.72262776, 0.8346883, 0.7329192, 0.666253387928009]","[36, 127, 384, 198, 308, 177]","[65, 124, 38, 123, 62, 70]","[60, 46, 228, 29, 60, 59]",8.535044341623289,4.918956043956044,0.7412348743406764
0.0,0.1,remove,"[0.36893207, 0.6060606, 0.75024486, 0.7106227, 0.82900137, 0.7454175, 0.6683798432350159]","[38, 130, 383, 194, 303, 183]","[63, 121, 39, 127, 67, 64]","[67, 48, 216, 31, 58, 61]",8.237748216695586,4.967257844474761,0.7353397455786534
0.0,0.1,remove,"[0.36923078, 0.59294116, 0.72832364, 0.7058823, 0.81842816, 0.71900827, 0.6556357741355896]","[36, 126, 378, 192, 302, 174]","[65, 125, 44, 129, 68, 73]","[58, 48, 238, 31, 66, 63]",8.335350395218816,5.0875,0.7353397455786534
0.0,0.1,remove,"[0.33160624, 0.6070588, 0.7400966, 0.7071823, 0.8227334, 0.7280164, 0.6561155915260315]","[32, 129, 383, 192, 304, 178]","[69, 122, 39, 129, 66, 69]","[60, 45, 230, 30, 65, 64]",8.409514170040486,5.0470914127423825,0.7390629847967732
0.0,0.1,remove,"[0.3681592, 0.5835294, 0.73765737, 0.701107, 0.82432437, 0.74534166, 0.6600198149681091]","[37, 124, 381, 190, 305, 180]","[64, 127, 41, 131, 65, 67]","[63, 50, 230, 31, 65, 56]",8.147517833044148,5.109116022099448,0.7378219050574
0.0,0.1,remove,"[0.3681592, 0.60421544, 0.7490272, 0.71926606, 0.8249661, 0.73662555, 0.6670432686805725]","[37, 129, 385, 196, 304, 179]","[64, 122, 37, 125, 66, 68]","[63, 47, 221, 28, 63, 60]",8.095859841912473,5.121985815602837,0.7334781259695935
0.0,0.1,remove,"[0.34170854, 0.5920745, 0.7385812, 0.7119266, 0.81953865, 0.7340206, 0.6563083529472351]","[34, 127, 380, 194, 302, 178]","[67, 124, 42, 127, 68, 69]","[64, 51, 227, 30, 65, 60]",8.28408280316175,5.103207810320781,0.7387527148619298
0.0,0.1,remove,"[0.35467982, 0.5971564, 0.7478261, 0.71926606, 0.8315217, 0.74534166, 0.6659653186798096]","[36, 126, 387, 196, 306, 180]","[65, 125, 35, 125, 64, 67]","[66, 45, 226, 28, 60, 56]",8.452224310776943,5.100566572237961,0.7365808253180267
0.0,0.1,remove,"[0.35467982, 0.5952381, 0.7463838, 0.7216117, 0.82465756, 0.7459017, 0.6647454500198364]","[36, 125, 387, 197, 301, 182]","[65, 126, 35, 124, 69, 65]","[66, 44, 228, 28, 59, 59]",8.231092153460574,5.089012517385258,0.7344089357741235
0.0,0.1,remove,"[0.33663365, 0.6037736, 0.7400966, 0.70240295, 0.82946795, 0.74437624, 0.6594584584236145]","[34, 128, 383, 190, 304, 182]","[67, 123, 39, 131, 66, 65]","[67, 45, 230, 30, 59, 60]",8.277723154038943,4.995833333333334,0.7393732547316165
0.0,0.1,remove,"[0.3529412, 0.6004728, 0.74632716, 0.71691173, 0.83714676, 0.74437624, 0.6663626432418823]","[36, 127, 381, 195, 311, 182]","[65, 124, 41, 126, 59, 65]","[67, 45, 218, 28, 62, 60]",8.445741758241759,5.0759668508287294,0.7362705553831834
0.0,0.1,remove,"[0.35175878, 0.59574467, 0.746124, 0.7106227, 0.82113826, 0.73662555, 0.6603357195854187]","[35, 126, 385, 194, 303, 179]","[66, 125, 37, 127, 67, 68]","[63, 46, 225, 31, 65, 60]",8.30438355504145,5.0479452054794525,0.7403040645361465
0.0,0.1,remove,"[0.33165827, 0.6070588, 0.75048363, 0.7142858, 0.8265583, 0.7344398, 0.6607474684715271]","[33, 129, 388, 195, 305, 177]","[68, 122, 34, 126, 65, 70]","[65, 45, 224, 30, 63, 58]",8.195047715442453,4.906976744186046,0.7387527148619298
0.0,0.2,remove,"[0.34871793, 0.5962441, 0.7402344, 0.7370304, 0.82833785, 0.73662555, 0.6645317077636719]","[34, 127, 379, 206, 304, 179]","[67, 124, 43, 115, 66, 68]","[60, 48, 223, 32, 60, 60]",8.271032315653612,4.634548611111111,0.733742774566474
0.0,0.2,remove,"[0.35532996, 0.59101653, 0.7434147, 0.72495455, 0.81891894, 0.72244895, 0.6593472361564636]","[35, 125, 381, 199, 303, 177]","[66, 126, 41, 122, 67, 70]","[61, 47, 222, 29, 67, 66]",8.393920459343072,4.628546861564918,0.7388005780346821
0.0,0.2,remove,"[0.34196892, 0.5862884, 0.74632716, 0.73608613, 0.8227334, 0.7413442, 0.6624580025672913]","[33, 124, 381, 205, 304, 182]","[68, 127, 41, 116, 66, 65]","[59, 48, 218, 31, 65, 62]",8.236523684877143,4.586975149957155,0.736271676300578
0.0,0.2,remove,"[0.32999998, 0.5995316, 0.742913, 0.7205882, 0.8232119, 0.7280164, 0.6573768258094788]","[33, 128, 380, 196, 305, 178]","[68, 123, 42, 125, 65, 69]","[66, 48, 221, 27, 66, 64]",8.175260250177923,4.61159169550173,0.7384393063583815
0.0,0.2,remove,"[0.33507854, 0.59101653, 0.7468231, 0.7383512, 0.82749325, 0.73100615, 0.6616280674934387]","[32, 125, 382, 206, 307, 178]","[69, 126, 40, 115, 63, 69]","[58, 47, 219, 31, 65, 62]",8.048249116415967,4.63862660944206,0.7369942196531792
0.0,0.2,remove,"[0.36363637, 0.5985748, 0.7451362, 0.71766853, 0.8292683, 0.74285716, 0.6661902666091919]","[36, 126, 383, 197, 306, 182]","[65, 125, 39, 124, 64, 65]","[61, 44, 223, 31, 62, 61]",8.270086006200167,4.722270742358079,0.7373554913294798
0.0,0.2,remove,"[0.33502537, 0.59574467, 0.7465887, 0.73090917, 0.8322147, 0.73706007, 0.6629237532615662]","[33, 126, 383, 201, 310, 178]","[68, 125, 39, 120, 60, 69]","[63, 46, 221, 28, 65, 58]",8.232298765997998,4.65180102915952,0.7366329479768786
0.0,0.2,remove,"[0.3263158, 0.59396756, 0.73756105, 0.726944, 0.82432437, 0.742268, 0.6585634350776672]","[31, 128, 378, 201, 305, 180]","[70, 123, 44, 120, 65, 67]","[58, 52, 225, 31, 65, 58]",8.251206258066851,4.650042992261393,0.7402456647398844
0.0,0.2,remove,"[0.3469388, 0.6004728, 0.74202895, 0.72232306, 0.82860994, 0.7364016, 0.6627958416938782]","[34, 127, 384, 199, 307, 176]","[67, 124, 38, 122, 63, 71]","[61, 45, 229, 31, 64, 55]",8.18967503407679,4.7293298520452565,0.7359104046242775
0.0,0.2,remove,"[0.33165827, 0.58653843, 0.7449471, 0.73357666, 0.8272109, 0.7268994, 0.6584718227386475]","[33, 122, 387, 201, 304, 177]","[68, 129, 35, 120, 66, 70]","[65, 43, 230, 26, 61, 63]",8.239942220238598,4.653114186851211,0.7373554913294798
0.0,0.2,remove,"[0.36, 0.5938242, 0.74102813, 0.7150635, 0.82288826, 0.73921967, 0.6620039343833923]","[36, 125, 382, 197, 302, 180]","[65, 126, 40, 124, 68, 67]","[63, 45, 227, 33, 62, 60]",8.150680932678737,4.635976129582268,0.743135838150289
0.0,0.2,remove,"[0.35789475, 0.60952383, 0.7405979, 0.7148015, 0.831309, 0.7344398, 0.6647611260414124]","[34, 128, 384, 198, 308, 177]","[67, 123, 38, 123, 62, 70]","[55, 41, 231, 35, 63, 58]",8.098671306739364,4.61876584953508,0.7463872832369942
0.0,0.2,remove,"[0.35106382, 0.5981308, 0.7332687, 0.7163636, 0.8236878, 0.73140496, 0.6589866280555725]","[33, 128, 378, 197, 306, 177]","[68, 123, 44, 124, 64, 70]","[54, 49, 231, 32, 67, 60]",8.17901171276583,4.650959860383944,0.7409682080924855
0.0,0.2,remove,"[0.36363637, 0.6009389, 0.74804693, 0.7395264, 0.831309, 0.74897116, 0.6720714569091797]","[36, 128, 383, 203, 308, 182]","[65, 123, 39, 118, 62, 65]","[61, 47, 219, 25, 63, 57]",8.135983281263194,4.663511187607573,0.740606936416185
0.0,0.2,remove,"[0.35532996, 0.6157408, 0.7434147, 0.7216117, 0.82591087, 0.73706007, 0.6665113568305969]","[35, 133, 381, 197, 306, 178]","[66, 118, 41, 124, 64, 69]","[61, 48, 222, 28, 65, 58]",8.211224834441081,4.649871904355252,0.7424132947976878
0.0,0.2,remove,"[0.34736842, 0.6088993, 0.7398058, 0.707804, 0.8238482, 0.7295082, 0.6595390439033508]","[33, 130, 381, 195, 304, 178]","[68, 121, 41, 126, 66, 69]","[56, 46, 227, 35, 64, 63]",8.303434819845357,4.650343642611684,0.7351878612716763
0.0,0.2,remove,"[0.35897437, 0.59905654, 0.74609375, 0.72072065, 0.8205127, 0.742268, 0.6646043658256531]","[35, 127, 382, 200, 304, 180]","[66, 124, 40, 121, 66, 67]","[59, 46, 220, 34, 67, 58]",8.239641861979951,4.591801878736123,0.7384393063583815
0.0,0.2,remove,"[0.35602093, 0.59673655, 0.73469394, 0.69852936, 0.8233696, 0.7353535, 0.6574506759643555]","[34, 128, 378, 190, 303, 182]","[67, 123, 44, 131, 67, 65]","[56, 50, 229, 33, 63, 66]",8.065698242481997,4.651607298001737,0.7377167630057804
0.0,0.2,remove,"[0.34653464, 0.59860784, 0.7398058, 0.7179487, 0.8331072, 0.73221755, 0.6613703370094299]","[35, 129, 381, 196, 307, 175]","[66, 122, 41, 125, 63, 72]","[66, 51, 227, 29, 60, 56]",8.309410019179504,4.633646456020496,0.7384393063583815
0.0,0.2,remove,"[0.36734694, 0.60189575, 0.7470817, 0.7229358, 0.83513516, 0.7261663, 0.666760265827179]","[36, 127, 384, 197, 309, 179]","[65, 124, 38, 124, 61, 68]","[59, 44, 222, 27, 61, 67]",8.233616602936031,4.707211120764552,0.7315751445086706
0.0,0.2,remove,"[0.35789475, 0.6, 0.74124515, 0.7210145, 0.83311087, 0.7298969, 0.6638603806495667]","[34, 126, 381, 199, 312, 177]","[67, 125, 41, 122, 58, 70]","[55, 43, 225, 32, 67, 61]",8.29528654660378,4.551842330762639,0.7395231213872833
0.0,0.2,remove,"[0.3541667, 0.601432, 0.73765737, 0.7202925, 0.82352936, 0.7340206, 0.6618497371673584]","[34, 126, 381, 197, 308, 178]","[67, 125, 41, 124, 62, 69]","[57, 42, 230, 29, 70, 60]",8.261380441731704,4.6284246575342465,0.7427745664739884
0.0,0.2,remove,"[0.34999996, 0.59673655, 0.72779924, 0.7060998, 0.82225245, 0.7401247, 0.6571688055992126]","[35, 128, 377, 191, 303, 178]","[66, 123, 45, 130, 67, 69]","[64, 50, 237, 29, 64, 56]",8.217637905453493,4.683893195521103,0.7330202312138728
0.0,0.2,remove,"[0.35467982, 0.59154934, 0.73735404, 0.72131145, 0.8206521, 0.71784234, 0.6572315096855164]","[36, 126, 379, 198, 302, 173]","[65, 125, 43, 123, 68, 74]","[66, 49, 227, 30, 64, 62]",8.166300768386389,4.638865004299226,0.7388005780346821
0.0,0.2,remove,"[0.3283582, 0.59534883, 0.73849165, 0.71897817, 0.8331072, 0.73100615, 0.6575483679771423]","[33, 128, 377, 197, 307, 178]","[68, 123, 45, 124, 63, 69]","[67, 51, 222, 30, 60, 62]",8.066837553226136,4.686746987951807,0.7348265895953757
0.0,0.2,remove,"[0.36999997, 0.6135831, 0.7426901, 0.71272725, 0.8196721, 0.7361963, 0.6658114790916443]","[37, 131, 381, 196, 300, 180]","[64, 120, 41, 125, 70, 67]","[62, 45, 223, 33, 62, 62]",8.211605408861171,4.666086956521739,0.7442196531791907
0.0,0.2,remove,"[0.34871793, 0.5938242, 0.7335907, 0.71532845, 0.82448983, 0.7361963, 0.6586912274360657]","[34, 125, 380, 196, 303, 180]","[67, 126, 42, 125, 67, 67]","[60, 45, 234, 31, 62, 62]",8.238528485784249,4.706136560069145,0.7366329479768786
0.0,0.2,remove,"[0.36548224, 0.5995316, 0.7354086, 0.716094, 0.8232119, 0.73221755, 0.6619909405708313]","[36, 128, 378, 198, 305, 175]","[65, 123, 44, 123, 65, 72]","[60, 48, 228, 34, 66, 56]",8.172478619075765,4.688888888888889,0.736271676300578
0.0,0.2,remove,"[0.34999996, 0.6117648, 0.7507331, 0.7262775, 0.82702696, 0.72131145, 0.6645190119743347]","[35, 130, 384, 199, 306, 176]","[66, 121, 38, 122, 64, 71]","[64, 44, 217, 28, 64, 65]",8.203478245135765,4.657068062827225,0.7395231213872833
0.0,0.2,remove,"[0.34020618, 0.59188545, 0.73765737, 0.7090909, 0.82543975, 0.7321063, 0.6560643315315247]","[33, 124, 381, 195, 305, 179]","[68, 127, 41, 126, 65, 68]","[60, 44, 230, 34, 64, 63]",8.12384048443324,4.5947098976109215,0.7409682080924855
0.0,0.2,remove,"[0.34554976, 0.60807604, 0.74252653, 0.7166362, 0.8238482, 0.7346938, 0.6618884205818176]","[33, 128, 385, 196, 304, 180]","[68, 123, 37, 125, 66, 67]","[57, 42, 230, 30, 64, 63]",8.24644877625119,4.622107969151671,0.7366329479768786
0.0,0.2,remove,"[0.35897437, 0.5879518, 0.7384616, 0.70240295, 0.82305634, 0.72279257, 0.6556065678596497]","[35, 122, 384, 190, 307, 176]","[66, 129, 38, 131, 63, 71]","[59, 42, 234, 30, 69, 64]",8.125856141662947,4.705933682373473,0.7424132947976878
0.0,0.2,remove,"[0.33846155, 0.6023529, 0.745631, 0.7163636, 0.83626527, 0.7340206, 0.6621825098991394]","[33, 128, 384, 197, 309, 178]","[68, 123, 38, 124, 61, 69]","[61, 46, 224, 32, 60, 60]",8.130381418800738,4.689061154177433,0.7359104046242775
0.0,0.2,remove,"[0.3809524, 0.6093023, 0.7385812, 0.71086556, 0.8324325, 0.7261663, 0.6663833260536194]","[36, 131, 380, 193, 308, 179]","[65, 120, 42, 128, 62, 68]","[52, 48, 227, 29, 62, 67]",8.138149117622223,4.679045092838196,0.7424132947976878
0.0,0.2,remove,"[0.37373737, 0.59294116, 0.7369439, 0.7155964, 0.826087, 0.73662555, 0.6636552214622498]","[37, 126, 381, 195, 304, 179]","[64, 125, 41, 126, 66, 68]","[60, 48, 231, 29, 62, 60]",8.141166572176452,4.688135593220339,0.7380780346820809
0.0,0.2,remove,"[0.36363637, 0.6168675, 0.75024295, 0.725, 0.8333333, 0.73221755, 0.6702163219451904]","[36, 128, 386, 203, 310, 175]","[65, 123, 36, 118, 60, 72]","[61, 36, 221, 36, 64, 56]",8.314246510898542,4.622317596566524,0.7413294797687862
0.0,0.2,remove,"[0.36842102, 0.5981308, 0.7439143, 0.7106227, 0.83311087, 0.74380165, 0.6663335561752319]","[35, 128, 382, 194, 312, 180]","[66, 123, 40, 127, 58, 67]","[54, 49, 223, 31, 67, 57]",8.271198176137803,4.665236051502146,0.7355491329479769
0.0,0.2,remove,"[0.3469388, 0.60952383, 0.74346566, 0.70566726, 0.8367071, 0.7268994, 0.6615336537361145]","[34, 128, 384, 193, 310, 177]","[67, 123, 38, 128, 60, 70]","[61, 41, 227, 33, 61, 63]",8.08185727554553,4.687607573149742,0.7395231213872833
0.0,0.2,remove,"[0.34554976, 0.6070588, 0.7405979, 0.7060998, 0.8276798, 0.7505071, 0.6629155278205872]","[33, 129, 384, 191, 305, 185]","[68, 122, 38, 130, 65, 62]","[57, 45, 231, 29, 62, 61]",8.06879410381057,4.664665523156089,0.7424132947976878
0.0,0.2,remove,"[0.38190955, 0.6066351, 0.7386692, 0.7166362, 0.8256131, 0.7298969, 0.6665599942207336]","[38, 128, 383, 196, 303, 177]","[63, 123, 39, 125, 67, 70]","[60, 43, 232, 30, 61, 61]",8.13564311648834,4.589545844044559,0.7341040462427746
0.0,0.30000000000000004,remove,"[0.34517765, 0.59154934, 0.73674065, 0.70437956, 0.80763984, 0.7287785, 0.6523775458335876]","[34, 126, 382, 193, 296, 176]","[67, 125, 40, 128, 74, 71]","[62, 49, 233, 34, 67, 60]",8.02414659523005,4.495726495726496,0.7341115434500648
0.0,0.30000000000000004,remove,"[0.33846155, 0.6128266, 0.7531707, 0.7253142, 0.8179348, 0.72653055, 0.6623730659484863]","[33, 129, 386, 202, 301, 178]","[68, 122, 36, 119, 69, 69]","[61, 41, 217, 34, 65, 65]",8.121402828503854,4.4825622775800715,0.7358408992650238
0.0,0.30000000000000004,remove,"[0.36082473, 0.60421544, 0.7419039, 0.7122302, 0.81842816, 0.7387755, 0.6627296805381775]","[35, 129, 378, 198, 302, 181]","[66, 122, 44, 123, 68, 66]","[58, 47, 219, 37, 66, 62]",8.041430287623553,4.443656980864635,0.7392996108949417
0.0,0.30000000000000004,remove,"[0.3523316, 0.60508084, 0.7348928, 0.6909091, 0.8232119, 0.7359668, 0.6570655107498169]","[34, 131, 377, 190, 305, 177]","[67, 120, 45, 131, 65, 70]","[58, 51, 227, 39, 66, 57]",7.9826366654331515,4.451888809693514,0.7462170341547774
0.0,0.30000000000000004,remove,"[0.35353532, 0.6146572, 0.7445972, 0.7122302, 0.791148, 0.71541506, 0.6552638411521912]","[35, 130, 379, 198, 286, 181]","[66, 121, 43, 123, 84, 66]","[62, 42, 217, 37, 67, 78]",7.905686504808028,4.508279337652988,0.7328145265888456
0.0,0.30000000000000004,remove,"[0.37037036, 0.583908, 0.7440945, 0.73417723, 0.8205127, 0.72653055, 0.6632655262947083]","[35, 127, 378, 203, 304, 178]","[66, 124, 44, 118, 66, 69]","[53, 57, 216, 29, 67, 65]",7.871341689057648,4.4746609564596715,0.7423259835711198
0.0,0.30000000000000004,remove,"[0.33507854, 0.5854801, 0.7388782, 0.7216117, 0.83888155, 0.74526316, 0.6608656048774719]","[32, 125, 382, 197, 315, 177]","[69, 126, 40, 124, 55, 70]","[58, 51, 230, 28, 66, 51]",7.979274264047324,4.468728039353478,0.7470817120622568
0.0,0.30000000000000004,remove,"[0.3368421, 0.58932716, 0.7470588, 0.72202164, 0.82416105, 0.7066116, 0.6543370485305786]","[32, 127, 381, 200, 307, 171]","[69, 124, 41, 121, 63, 76]","[57, 53, 217, 33, 68, 66]",7.928036458417132,4.463276836158192,0.7444876783398184
0.0,0.30000000000000004,remove,"[0.34196892, 0.6047619, 0.7405979, 0.7166362, 0.8276798, 0.7306122, 0.6603761315345764]","[33, 127, 384, 196, 305, 179]","[68, 124, 38, 125, 65, 68]","[59, 42, 231, 30, 62, 64]",8.07585528185821,4.482808022922636,0.7414613056636403
0.0,0.30000000000000004,remove,"[0.36548224, 0.6139535, 0.73921573, 0.7052441, 0.8281461, 0.72164947, 0.6622818112373352]","[36, 132, 377, 195, 306, 175]","[65, 119, 45, 126, 64, 72]","[60, 47, 221, 37, 63, 63]",8.070944014501848,4.456962911126662,0.7323821876351059
0.0,0.30000000000000004,remove,"[0.35978833, 0.6107226, 0.7405979, 0.7155964, 0.83888155, 0.72727275, 0.6654766201972961]","[34, 131, 384, 195, 315, 172]","[67, 120, 38, 126, 55, 75]","[54, 47, 231, 29, 66, 54]",7.9082696464102025,4.484352773826458,0.7457846952010376
0.0,0.30000000000000004,remove,"[0.37373737, 0.58653843, 0.7392551, 0.72495455, 0.8136054, 0.72233826, 0.6600715517997742]","[37, 122, 387, 199, 299, 173]","[64, 129, 35, 122, 71, 74]","[60, 43, 238, 29, 66, 59]",8.013956151218231,4.465395480225989,0.7488110678772157
0.0,0.30000000000000004,remove,"[0.36363637, 0.60508084, 0.73765737, 0.7137546, 0.82432437, 0.72614104, 0.6617657542228699]","[36, 131, 381, 192, 305, 175]","[65, 120, 41, 129, 65, 72]","[61, 51, 230, 25, 65, 60]",7.903616344611952,4.482462419470293,0.7397319498486814
